solarSystemID,solarSystemName,regionID,constellationID,security,sunTypeID
30001766,QFRV-2,10000021,20000261,-0.461255,3803
30001767,HZID-J,10000021,20000261,-0.226895,3803
30001768,8-AA98,10000021,20000262,-0.368823,45037
30001769,EZWQ-X,10000021,20000262,-0.662317,3797
30001770,2ULC-J,10000021,20000262,-0.749441,45037
30001771,T0DT-T,10000021,20000262,-0.853097,10
30001772,QG3-Z0,10000021,20000262,-0.329124,3796
30001773,RT64-C,10000021,20000262,-0.234028,3797
30001774,2ID-87,10000021,20000263,-0.335264,45041
30001775,FVQF-W,10000021,20000263,-0.334996,3797
30001776,8K-QCZ,10000021,20000263,-0.361777,45047
30001777,JBUH-H,10000021,20000263,-0.484983,45033
30001778,XDTW-F,10000021,20000263,-0.432268,3802
30001779,0-4VQL,10000021,20000263,-0.487794,45037
30001780,SN-DZ6,10000021,20000263,-0.66514,45039
30001781,DJ-GBH,10000021,20000263,-0.625448,3797
30001782,I0N-BM,10000021,20000263,-0.749405,45039
30001783,QOK-SX,10000021,20000264,-0.609011,45038
30001784,24I-FE,10000021,20000264,-0.718405,45035
30001785,4H-YJZ,10000021,20000264,-0.759395,3802
30001786,2-84WC,10000021,20000264,-0.885164,3796
30001787,V-SEE6,10000021,20000264,-0.695245,3801
30001788,U-FQ21,10000021,20000264,-0.896369,3797
30001789,NHKO-4,10000021,20000265,-0.755919,45039
30001790,KGCF-5,10000021,20000265,-0.83151,45037
30001791,Y-UO9U,10000021,20000265,-0.831475,45042
30001792,XME-SW,10000021,20000265,-0.832821,45031
30001793,JX-SOA,10000021,20000265,-0.897551,3802
30001794,VH-9VO,10000021,20000265,-0.9754080000000001,6
30001795,P-T9VC,10000021,20000265,-1,45040
30001796,9S-GPT,10000021,20000266,-0.250471,45039
30001797,UAJ5-K,10000021,20000266,-0.227917,3796
30001798,XJ-AG7,10000021,20000266,-0.262175,45031
30001799,2WU-XT,10000021,20000266,-0.116622,3801
30001800,J7X-VN,10000021,20000266,-0.184311,45035
30001801,F-WCLC,10000021,20000266,-0.075115,45040
30001802,G-HE0N,10000021,20000266,-0.230426,45040
30001803,YC-ANK,10000021,20000266,-0.161947,3801
30001804,LTT-AP,10000021,20000266,-0.087989,45031
30001805,8RL-OG,10000021,20000267,-0.543391,45030
30001806,R3P0-Z,10000021,20000267,-0.745147,45030
30001807,ZZK-VF,10000021,20000267,-0.620367,45030
30001808,SN-Q1T,10000021,20000267,-0.740303,45030
30001809,L1YK-V,10000021,20000267,-0.49638,45038
30001810,ZJ-5IS,10000021,20000267,-0.433095,3802
30001811,GA58-7,10000021,20000268,-0.699927,45047
30001812,J-0KB3,10000021,20000268,-0.822932,45039
30001813,UC-8XF,10000021,20000268,-0.737114,3798
30001814,90-A1P,10000021,20000268,-0.701889,45035
30001815,4AZV-W,10000021,20000268,-0.845624,7
30001816,UNV-3J,10000021,20000268,-0.708046,7
30001817,7F-2FB,10000021,20000268,-0.916113,45047
30001818,MC4C-H,10000021,20000269,-0.529135,6
30001819,OW-QXW,10000021,20000269,-0.395335,45030
30001820,3-QNM4,10000021,20000269,-0.739097,3799
30001821,UEPO-D,10000021,20000269,-0.391565,45040
30001822,NQ-M6W,10000021,20000269,-0.573936,3800
30001823,P-8PDJ,10000021,20000269,-0.341869,45031
30001824,VE-W7O,10000021,20000269,-0.753975,3800
30001825,CNHV-M,10000021,20000270,-0.6982080000000001,3800
30001826,NEU-UD,10000021,20000270,-0.677196,10
30001827,N-I024,10000021,20000270,-0.539141,6
30001828,4O-ZRI,10000021,20000270,-0.753538,45036
30001829,Y-7XVJ,10000021,20000270,-0.6482250000000001,3798
30001830,RQNF-9,10000021,20000270,-0.767073,45041
30001831,DSS-EZ,10000022,20000271,-0.262415,3799
30001832,MB4D-4,10000022,20000271,-0.223745,8
30001833,LGK-VP,10000022,20000271,-0.115761,45031
30001834,E-C0SR,10000022,20000271,-0.075197,45033
30001835,X1E-OQ,10000022,20000271,-0.099426,45040
30001836,VTGN-U,10000022,20000271,-0.069286,7
30001837,0Y1-M7,10000022,20000271,-0.084998,45030
30001838,Q-Q2S6,10000022,20000272,-0.089529,45038
30001839,WHG2-7,10000022,20000272,-0.102182,6
30001840,9RQ-L8,10000022,20000272,-0.069378,45040
30001841,32-GI9,10000022,20000272,-0.078905,45041
30001842,TG-Z23,10000022,20000272,-0.050998,3796
30001843,IP-MVJ,10000022,20000272,-0.040329,7
30001844,4J-ZC9,10000022,20000272,-0.061376,9
30001845,7R5-7R,10000022,20000273,-0.130175,3802
30001846,Y1-UQ2,10000022,20000273,-0.17008,45039
30001847,HM-UVD,10000022,20000273,-0.248875,3802
30001848,G-ME2K,10000022,20000273,-0.262748,45031
30001849,WNS-7J,10000022,20000273,-0.306767,45047
30001850,57M7-W,10000022,20000273,-0.221738,45041
30001851,JS-E8E,10000022,20000274,-0.066811,10
30001852,FV-SE8,10000022,20000274,-0.07666100000000001,3796
30001853,FZSW-Y,10000022,20000274,-0.061376,45039
30001854,UF-KKH,10000022,20000274,-0.053254,3801
30001855,O5Y3-W,10000022,20000274,-0.084912,3800
30001856,0GN-VO,10000022,20000274,-0.090253,45040
30001857,9U6-SV,10000022,20000275,-0.07695100000000001,45042
30001858,4GQ-XQ,10000022,20000275,-0.029418,3802
30001859,R8-5XF,10000022,20000275,-0.027154,3800
30001860,2IGP-1,10000022,20000275,-0.02866,45038
30001861,Z2-QQP,10000022,20000275,-0.026124,3800
30001862,GDEW-0,10000022,20000275,-0.024463,45041
30001863,PSJ-10,10000022,20000275,-0.024412,6
30001864,2-V0KY,10000022,20000275,-0.023129,45039
30001865,U-WLT9,10000022,20000275,-0.036238,3796
30001866,ZG8Q-N,10000022,20000275,-0.038233,3801
30001867,40GX-P,10000022,20000276,-0.023166,45046
30001868,37S-KO,10000022,20000276,-0.036925,3796
30001869,4J9-DK,10000022,20000276,-0.05748,45041
30001870,A-GPTM,10000022,20000276,-0.081284,3799
30001871,HQ-TDJ,10000022,20000276,-0.035163,45041
30001872,WBLF-0,10000022,20000276,-0.026483,45047
30001873,GDO-7H,10000022,20000277,-0.031773,45031
30001874,NZG-LF,10000022,20000277,-0.021909,45032
30001875,UJM-RD,10000022,20000277,-0.015578,45032
30001876,L0AD-B,10000022,20000277,-0.019055,3802
30001877,8ZO-CK,10000022,20000277,-0.010962,45031
30001878,WEQT-K,10000022,20000277,-0.014547,3797
30001879,8O-OSG,10000022,20000277,-0.025867,8
30001880,1H-I12,10000022,20000278,-0.006303,45032
30001881,D9D-GD,10000022,20000278,-0.004944,7
30001882,4A-XJ6,10000022,20000278,-0.008494,6
30001883,GU-54G,10000022,20000278,-0.005934,45038
30001884,7-X3RN,10000022,20000278,-0.014616,45047
30001885,BF-FVB,10000022,20000278,-0.002907,6
30001886,9O-ZTS,10000022,20000278,-0.006046,3799
30001887,8KQR-O,10000022,20000279,-0.017112,3802
30001888,F9SX-1,10000022,20000279,-0.012751,3798
30001889,0G-A25,10000022,20000279,-0.021005,3803
30001890,WJO0-G,10000022,20000279,-0.00553,3799
30001891,S91-TI,10000022,20000279,-0.007382,45030
30001892,V1V-6F,10000022,20000279,-0.008347,45038
30001893,S-DLKC,10000022,20000280,-0.124875,7
30001894,42-UOW,10000022,20000280,-0.132584,45036
30001895,CBGG-0,10000022,20000280,-0.119938,45037
30001896,A4UG-O,10000022,20000280,-0.13047,3800
30001897,W-VXL9,10000022,20000280,-0.15655,7
30001898,U2-BJ2,10000022,20000280,-0.186863,7
30001899,UKYS-5,10000022,20000281,-0.127819,45041
30001900,RV5-DW,10000022,20000281,-0.119389,45047
30001901,KP-FQ1,10000022,20000281,-0.109468,3801
30001902,RLDS-R,10000022,20000281,-0.103091,45037
30001903,QM-O7J,10000022,20000281,-0.135849,3802
30001904,0-7XA8,10000022,20000281,-0.065042,45036
30001905,X5O1-L,10000022,20000282,-0.007545,45036
30001906,F-TVAP,10000022,20000282,-0.006018,3802
30001907,6Y-0TW,10000022,20000282,-0.006347,45038
30001908,TL-T9Z,10000022,20000282,-0.005484,45031
30001909,E7-WSY,10000022,20000282,-0.005755,8
30001910,B-G1LG,10000022,20000282,-0.005767,45030
30001911,T-8UOF,10000022,20000283,-0.242257,45033
30001912,DP-2WP,10000022,20000283,-0.275743,45039
30001913,MMR-LZ,10000022,20000283,-0.32445,45038
30001914,I-ME3L,10000022,20000283,-0.195234,45038
30001915,YE17-R,10000022,20000283,-0.349174,45039
30001916,T7-JNB,10000022,20000283,-0.308863,6
30001917,LB0-A1,10000022,20000283,-0.343054,45046
30001918,S-BWWQ,10000022,20000283,-0.222267,45031
30001919,Z-R96X,10000022,20000283,-0.280936,45030
30001920,J-AYLV,10000022,20000283,-0.367488,45042
30001921,DABV-N,10000022,20000283,-0.364226,3797
30001922,ZH-KEV,10000022,20000283,-0.186279,9
30001923,LC-1ED,10000022,20000284,-0.140424,45036
30001924,RPS-0K,10000022,20000284,-0.209691,45037
30001925,VNPF-7,10000022,20000284,-0.105743,45036
30001926,CJF-1P,10000022,20000284,-0.10035,45039
30001927,U6-FCE,10000022,20000284,-0.231423,45032
30001928,L6B-0N,10000022,20000284,-0.231015,45030
30001929,Z-XMUC,10000022,20000284,-0.132023,45042
30001930,6QBH-S,10000022,20000284,-0.24983,45033
30001931,RRWI-5,10000022,20000285,-0.038169,45046
30001932,Y-4U62,10000022,20000285,-0.057834,45042
30001933,EAWE-2,10000022,20000285,-0.06396300000000001,3801
30001934,I-3FET,10000022,20000285,-0.030902,3801
30001935,QCKK-T,10000022,20000285,-0.055598,45031
30001936,RP-H66,10000022,20000285,-0.070341,9
30001937,JU-UYK,10000022,20000286,-0.05592,45038
30001938,O-FTHE,10000022,20000286,-0.042107,6
30001939,W-Q233,10000022,20000286,-0.026992,3799
30001940,4XW2-D,10000022,20000286,-0.027365,7
30001941,J5NU-K,10000022,20000286,-0.029636,3802
30001942,EOT-XL,10000022,20000286,-0.020798,45036
30001943,RVRE-Z,10000022,20000286,-0.02102,45033
30001944,B-2UL0,10000022,20000286,-0.015421,3802
30001945,L-A9FS,10000022,20000286,-0.01273,45036
30001946,OOO-FS,10000022,20000286,-0.012482,45038
30001947,373Z-7,10000022,20000286,-0.007631,3799
30001948,JVJ2-N,10000022,20000287,-0.169824,3796
30001949,2B-3M4,10000022,20000287,-0.143621,45036
30001950,A-XASO,10000022,20000287,-0.150682,45040
30001951,5J-UEX,10000022,20000287,-0.147938,45041
30001952,1H4V-O,10000022,20000287,-0.100037,45041
30001953,LGL-SD,10000022,20000287,-0.16599,45031
30001954,A-DZA8,10000022,20000287,-0.190341,45034
30001955,O-CT8N,10000022,20000287,-0.07084600000000001,45031
30001956,Z-6YQC,10000022,20000288,-0.208636,45041
30001957,F7-ICZ,10000022,20000288,-0.264578,3799
30001958,XFBE-T,10000022,20000288,-0.185926,3800
30001959,T-NNJZ,10000022,20000288,-0.302784,3797
30001960,DK6W-I,10000022,20000288,-0.115376,3802
30001961,0T-LIB,10000022,20000288,-0.206225,45030
30001962,NRT4-U,10000022,20000288,-0.326985,45032
30001963,KQK1-2,10000023,20000289,-0.160657,3801
30001964,O-BY0Y,10000023,20000289,-0.13958,9
30001965,2D-0SO,10000023,20000289,-0.154628,45039
30001966,UR-E6D,10000023,20000289,-0.189047,45032
30001967,X47L-Q,10000023,20000289,-0.250256,45039
30001968,D7T-C0,10000023,20000289,-0.198677,45033
30001969,KI-TL0,10000023,20000290,-0.179452,45041
30001970,EL8-4Q,10000023,20000290,-0.159827,45038
30001971,JC-YX8,10000023,20000290,-0.134225,3799
30001972,5-9WNU,10000023,20000290,-0.1889,45038
30001973,XI-VUF,10000023,20000290,-0.185448,3800
30001974,N-H32Y,10000023,20000290,-0.147427,45039
30001975,12YA-2,10000023,20000290,-0.175103,45030
30001976,BDV3-T,10000023,20000290,-0.157582,45042
30001977,J-CIJV,10000023,20000291,-0.243942,45033
30001978,X-7OMU,10000023,20000291,-0.141435,45032
30001979,CXN1-Z,10000023,20000291,-0.124012,3802
30001980,KLY-C0,10000023,20000291,-0.09790600000000001,3797
30001981,CL6-ZG,10000023,20000291,-0.122401,45031
30001982,G95-VZ,10000023,20000291,-0.241553,45030
30001983,ROIR-Y,10000023,20000291,-0.239697,3801
30001984,EC-P8R,10000023,20000292,-0.446575,3800
30001985,EWOK-K,10000023,20000292,-0.313539,45040
30001986,O-N8XZ,10000023,20000292,-0.186457,3799
30001987,G-M4I8,10000023,20000292,-0.298389,45030
30001988,MI6O-6,10000023,20000292,-0.132399,3796
30001989,L-TS8S,10000023,20000292,-0.207359,3802
30001990,93PI-4,10000023,20000292,-0.174663,45046
30001991,ION-FG,10000023,20000293,-0.133997,45041
30001992,C-H9X7,10000023,20000293,-0.11086,45037
30001993,A8I-C5,10000023,20000293,-0.115486,7
30001994,DK-FXK,10000023,20000293,-0.07521600000000001,45042
30001995,M-76XI,10000023,20000293,-0.076331,45033
30001996,ZJET-E,10000023,20000293,-0.098637,45031
30001997,U-INPD,10000023,20000293,-0.104164,45031
30001998,WW-KGD,10000023,20000294,-0.179159,8
30001999,XQ-PXU,10000023,20000294,-0.149838,45041
30002000,M-YCD4,10000023,20000294,-0.181622,3798
30002001,Q-5211,10000023,20000294,-0.144558,45031
30002002,R-2R0G,10000023,20000294,-0.212525,7
30002003,CR-AQH,10000023,20000294,-0.275358,45040
30002004,8S-0E1,10000023,20000295,-0.226813,45033
30002005,5ZXX-K,10000023,20000295,-0.229454,45030
30002006,JE-D5U,10000023,20000295,-0.217207,6
30002007,2-6TGQ,10000023,20000295,-0.211345,45038
30002008,OE-9UF,10000023,20000295,-0.209479,45035
30002009,PFU-LH,10000023,20000295,-0.257485,3800
30002010,R6XN-9,10000023,20000296,-0.18139,9
30002011,3V8-LJ,10000023,20000296,-0.173264,45047
30002012,B8EN-S,10000023,20000296,-0.161461,45041
30002013,R-LW2I,10000023,20000296,-0.153427,45031
30002014,DP-1YE,10000023,20000296,-0.172616,45033
30002015,4-ABS8,10000023,20000296,-0.194327,3802
30002016,7RM-N0,10000023,20000297,-0.06264,3797
30002017,S-MDYI,10000023,20000297,-0.052288,45047
30002018,ZKYV-W,10000023,20000297,-0.055621,3800
30002019,F-NMX6,10000023,20000297,-0.059062,45038
30002020,GA-P6C,10000023,20000297,-0.08167099999999999,6
30002021,FWA-4V,10000023,20000297,-0.022551,45039
30002022,RZC-16,10000023,20000297,-0.030471,45039
30002023,RD-G2R,10000023,20000298,-0.132531,3802
30002024,UC3H-Y,10000023,20000298,-0.097873,3803
30002025,6GWE-A,10000023,20000298,-0.07741000000000001,3802
30002026,J-OK0C,10000023,20000298,-0.05501,45040
30002027,KDV-DE,10000023,20000298,-0.087296,3803
30002028,MT9Q-S,10000023,20000298,-0.086128,45040
30002029,B-9C24,10000023,20000299,-0.067233,3800
30002030,P-2TTL,10000023,20000299,-0.09903099999999999,45037
30002031,7X-VKB,10000023,20000299,-0.06519999999999999,3802
30002032,E-Z2ZX,10000023,20000299,-0.116333,3802
30002033,RORZ-H,10000023,20000299,-0.127091,3802
30002034,O-A6YN,10000023,20000299,-0.123892,45033
30002035,MQ-NPY,10000023,20000300,-0.029128,45038
30002036,D2-HOS,10000023,20000300,-0.029949,3803
30002037,Y2-6EA,10000023,20000300,-0.025357,3802
30002038,TFA0-U,10000023,20000300,-0.029275,3797
30002039,RQH-MY,10000023,20000300,-0.028506,45032
30002040,HPS5-C,10000023,20000300,-0.035367,3797
30002041,DT-TCD,10000023,20000300,-0.021529,3800
30002042,KU5R-W,10000023,20000301,-0.171683,3799
30002043,H1-J33,10000023,20000301,-0.201528,45039
30002044,Y-C3EQ,10000023,20000301,-0.141766,45042
30002045,OGV-AS,10000023,20000301,-0.142161,45030
30002046,7D-0SQ,10000023,20000301,-0.122182,45041
30002047,UI-8ZE,10000023,20000301,-0.206598,45037
30002048,Bei,10000042,20000302,0.564869,45040
30002049,Uttindar,10000042,20000302,0.50443,3798
30002050,Hagilur,10000042,20000302,0.362024,3802
30002051,Anher,10000042,20000302,0.464528,45039
30002052,Ragnarg,10000042,20000302,0.389339,45032
30002053,Hek,10000042,20000302,0.8,3799
30002054,Hror,10000042,20000303,0.5115189999999999,3797
30002055,Amo,10000042,20000303,0.474411,45031
30002056,Resbroko,10000042,20000303,0.437876,45041
30002057,Hadozeko,10000042,20000303,0.396071,3800
30002058,Ardar,10000042,20000303,0.366011,45041
30002059,Auner,10000042,20000303,0.407542,3800
30002060,Evati,10000042,20000304,0.247392,45036
30002061,Ofstold,10000042,20000304,0.273964,45038
30002062,Todifrauan,10000042,20000304,0.115855,3799
30002063,Helgatild,10000042,20000304,0.151898,3797
30002064,Arnstur,10000042,20000304,0.118169,45037
30002065,Lasleinur,10000042,20000304,0.237848,3800
30002066,Arnher,10000042,20000304,0.1921,45041
30002067,Brin,10000042,20000304,0.154826,45040
30002068,Nakugard,10000042,20000305,0.520913,45042
30002069,Traun,10000042,20000305,0.629521,45041
30002070,Uriok,10000042,20000305,0.50324,45037
30002071,Barkrik,10000042,20000305,0.56238,3801
30002072,Inder,10000042,20000305,0.510338,45040
30002073,Tvink,10000042,20000305,0.476867,45041
30002074,Lanngisi,10000042,20000305,0.461206,45041
30002075,Hjoramold,10000042,20000305,0.509212,8
30002076,Dudreda,10000042,20000306,0.292149,45030
30002077,Hakisalki,10000042,20000306,0.211785,45047
30002078,Arwa,10000042,20000306,0.12731,6
30002079,Krirald,10000070,20000787,-1,56085
30002080,Arifsdald,10000042,20000306,0.092769,45039
30002081,Ansen,10000042,20000306,0.13638,6
30002082,Floseswin,10000042,20000307,0.402952,8
30002083,Uisper,10000042,20000307,0.392681,3796
30002084,Aset,10000042,20000307,0.355244,45037
30002085,Eytjangard,10000042,20000307,0.361598,3802
30002086,Turnur,10000042,20000307,0.387434,73909
30002087,Isbrabata,10000042,20000307,0.355195,6
30002088,Vimeini,10000042,20000307,0.353285,6
30002089,Avenod,10000042,20000307,0.385905,45035
30002090,Frerstorn,10000042,20000308,0.306094,45041
30002091,Ontorn,10000042,20000308,0.321813,45031
30002092,Sirekur,10000042,20000308,0.311342,3799
30002093,Gebuladi,10000042,20000308,0.263332,45030
30002094,Ebolfer,10000042,20000308,0.252911,3802
30002095,Eszur,10000042,20000308,0.212796,45038
30002096,Hofjaldgund,10000042,20000308,0.265825,45039
30002097,Klogori,10000042,20000309,0.298558,3798
30002098,Orfrold,10000042,20000309,0.228674,7
30002099,Egmar,10000042,20000309,0.252872,3801
30002100,Taff,10000042,20000309,0.154256,45037
30002101,Ualkin,10000042,20000309,0.15012,3797
30002102,Gukarla,10000042,20000309,0.124563,3797
30002103,NS2L-4,10000025,20000310,-0.576434,3800
30002104,QI-S9W,10000025,20000310,-0.34191,7
30002105,B-S347,10000025,20000310,-0.58103,45047
30002106,PPFB-U,10000025,20000310,-0.074166,3799
30002107,AF0-V5,10000025,20000310,-0.39875,3801
30002108,B-A587,10000025,20000310,-0.233449,7
30002109,Y19P-1,10000025,20000311,-0.171218,3798
30002110,B9E-H6,10000025,20000311,-0.365429,45047
30002111,SPBS-6,10000025,20000311,-0.18178,45038
30002112,JDAS-0,10000025,20000311,-0.293116,45031
30002113,A4B-V5,10000025,20000311,-0.153185,3800
30002114,LN-56V,10000025,20000311,-0.218239,45034
30002115,Y2-QUV,10000025,20000311,-0.278498,45039
30002116,O7-7UX,10000025,20000311,-0.257473,45030
30002117,Z8-81T,10000025,20000312,-0.185621,3801
30002118,XD-JW7,10000025,20000312,-0.236784,3796
30002119,DY-P7Q,10000025,20000312,-0.227251,3801
30002120,H-RXNZ,10000025,20000312,-0.204139,45032
30002121,ZBP-TP,10000025,20000312,-0.095347,3800
30002122,XVV-21,10000025,20000312,-0.320979,45040
30002123,GXK-7F,10000025,20000313,-0.329207,10
30002124,EA-HSA,10000025,20000313,-0.516159,45032
30002125,78TS-Q,10000025,20000313,-0.182808,45036
30002126,WYF8-8,10000025,20000313,-0.604062,45041
30002127,CJNF-J,10000025,20000313,-0.219211,7
30002128,FYI-49,10000025,20000313,-0.695616,8
30002129,RF6T-8,10000025,20000314,-0.593801,6
30002130,ZJA-6U,10000025,20000314,-0.5704090000000001,45031
30002131,94FR-S,10000025,20000314,-0.619909,3799
30002132,Q-HJ97,10000025,20000314,-0.416475,45039
30002133,GM-0K7,10000025,20000314,-0.386889,3798
30002134,I-NGI8,10000025,20000314,-0.588022,3796
30002135,R-ZUOL,10000025,20000314,-0.639294,3796
30002136,E1F-LK,10000025,20000314,-0.452558,3796
30002137,Z4-QLD,10000025,20000314,-0.28382,3798
30002138,QE-E1D,10000025,20000315,-0.273868,3802
30002139,LK1K-5,10000025,20000315,-0.298336,7
30002140,REB-KR,10000025,20000315,-0.271136,3798
30002141,Z-H2MA,10000025,20000315,-0.272969,10
30002142,L-5JCJ,10000025,20000315,-0.258915,3796
30002143,B-KDOZ,10000025,20000315,-0.254473,3802
30002144,4-GB14,10000025,20000315,-0.250968,45040
30002145,PH-NFR,10000025,20000316,-0.241709,45039
30002146,DW-N2S,10000025,20000316,-0.213712,3801
30002147,W-FHWJ,10000025,20000316,-0.235296,3797
30002148,X-6WC7,10000025,20000316,-0.374666,45039
30002149,D-BAMJ,10000025,20000316,-0.133085,7
30002150,JKWP-U,10000025,20000316,-0.236184,45037
30002151,RHE7-W,10000025,20000316,-0.08303199999999999,3802
30002152,F76-8Q,10000025,20000316,-0.060216,45040
30002153,O3Z5-G,10000025,20000317,-0.647334,45041
30002154,4DV-1T,10000025,20000317,-0.586491,45033
30002155,XS-K1O,10000025,20000317,-0.543662,45031
30002156,FN-DSR,10000025,20000317,-0.397824,3801
30002157,B-R5RB,10000025,20000317,-0.708121,8
30002158,7-ZT1Y,10000025,20000317,-0.302305,3802
30002159,9-XN3F,10000025,20000318,-0.349488,7
30002160,AC-7LZ,10000025,20000318,-0.301448,7
30002161,LBA-SO,10000025,20000318,-0.27409,6
30002162,Y-FZ5N,10000025,20000318,-0.413374,45038
30002163,E8-YS9,10000025,20000318,-0.304436,3802
30002164,U79-JF,10000025,20000318,-0.555577,3800
30002165,B2-UQW,10000025,20000319,-0.371999,45040
30002166,U9U-TQ,10000025,20000319,-0.345221,3798
30002167,6-I162,10000025,20000319,-0.477305,3797
30002168,08-N7Q,10000025,20000319,-0.716019,45034
30002169,Y-C4AL,10000025,20000319,-0.6867529999999999,45038
30002170,CKX-RW,10000025,20000319,-0.627516,3798
30002171,8X6T-8,10000025,20000319,-0.653027,3800
30002172,W4E-IT,10000025,20000320,-0.597843,7
30002173,OP9L-F,10000025,20000320,-0.5825050000000001,3802
30002174,J-QA7I,10000025,20000320,-0.480517,45033
30002175,2O-EEW,10000025,20000320,-0.761683,3798
30002176,Y-N4EF,10000025,20000320,-0.787164,45047
30002177,7YSF-E,10000025,20000320,-0.37515,45031
30002178,KCDX-7,10000025,20000321,-0.579184,45032
30002179,O7-VJ5,10000025,20000321,-0.568739,45041
30002180,FRTC-5,10000025,20000321,-0.601911,45033
30002181,M-ZJWJ,10000025,20000321,-0.473106,3802
30002182,R-ORB7,10000025,20000321,-0.596413,45038
30002183,RU-PT9,10000025,20000321,-0.609938,45031
30002184,DR-427,10000025,20000321,-0.686214,7
30002185,NI-J0B,10000025,20000321,-0.493748,3802
30002186,QN-6J2,10000025,20000321,-0.722518,45039
30002187,Amarr,10000043,20000322,1,45037
30002188,Boranai,10000043,20000322,0.893772,45039
30002189,Hedion,10000043,20000322,0.963853,45039
30002190,Mabnen,10000043,20000322,0.940368,45032
30002191,Toshabia,10000043,20000322,0.8130270000000001,45035
30002192,Irnin,10000043,20000322,0.734746,45032
30002193,Kehour,10000043,20000322,0.916477,45034
30002194,Martha,10000043,20000322,0.67464,45042
30002195,Simbeloud,10000043,20000322,0.856067,3797
30002196,Ebidan,10000043,20000322,0.896038,45036
30002197,Akhragan,10000043,20000323,0.798784,45041
30002198,Mikhir,10000043,20000323,0.738355,7
30002199,Bashakru,10000043,20000323,0.64456,3797
30002200,Sukirah,10000043,20000323,0.602218,8
30002201,Shuria,10000043,20000323,0.479472,45047
30002202,Narai,10000043,20000323,0.468422,45039
30002203,Ziona,10000043,20000323,0.629562,45040
30002204,Gaha,10000043,20000324,0.73936,45041
30002205,Armala,10000043,20000324,0.7821630000000001,45047
30002206,Murema,10000043,20000324,0.664702,45033
30002207,Cailanar,10000043,20000324,0.684324,45039
30002208,Ilonarav,10000043,20000324,0.7501370000000001,3800
30002209,Uchat,10000043,20000324,0.656618,45031
30002210,Joppaya,10000043,20000325,0.531256,45030
30002211,Pelkia,10000043,20000325,0.518444,3800
30002212,Raren,10000043,20000325,0.506317,3797
30002213,Mazitah,10000043,20000325,0.473992,45040
30002214,Hiramu,10000043,20000325,0.493134,7
30002215,Sakhti,10000043,20000325,0.454842,45036
30002216,Aldali,10000043,20000325,0.426876,45037
30002217,Hutian,10000043,20000325,0.5447610000000001,45047
30002218,Noli,10000043,20000325,0.553522,3803
30002219,Nomash,10000043,20000325,0.395444,8
30002220,Aghesi,10000043,20000326,0.770818,45036
30002221,Fabin,10000043,20000326,0.720938,3800
30002222,Airshaz,10000043,20000326,0.727185,45041
30002223,Patzcha,10000043,20000326,0.727015,45041
30002224,Charra,10000043,20000326,0.754711,3800
30002225,Harva,10000070,20000788,-1,56082
30002226,Thebeka,10000043,20000327,0.873772,3799
30002227,Rasile,10000043,20000327,0.869486,8
30002228,Nererut,10000043,20000327,0.764729,3797
30002229,Sitanan,10000043,20000327,0.793875,3800
30002230,Vashkah,10000043,20000327,0.744503,45041
30002231,Ardishapur Prime,10000043,20000327,0.740023,45041
30002232,Gid,10000043,20000327,0.737569,3800
30002233,Dakba,10000043,20000327,0.710418,3796
30002234,Nifshed,10000043,20000327,0.6547269999999999,6
30002235,Shumam,10000043,20000327,0.67737,45038
30002236,Milal,10000043,20000328,0.297923,45037
30002237,Sobenah,10000043,20000328,0.35959,45030
30002238,Bourar,10000043,20000328,0.382961,3796
30002239,Rammi,10000043,20000328,0.29989,45040
30002240,Arodan,10000043,20000328,0.3211,45037
30002241,Rimbah,10000043,20000328,0.324924,45031
30002242,Mamenkhanar,10000043,20000329,0.7038489999999999,3796
30002243,Seiradih,10000043,20000329,0.5587490000000001,45040
30002244,Arera,10000043,20000329,0.646061,3796
30002245,Hizhara,10000043,20000329,0.581256,45041
30002246,Neziel,10000043,20000329,0.449944,3798
30002247,Ahala,10000043,20000329,0.544906,7
30002248,Knophtikoo,10000043,20000329,0.693326,3801
30002249,Ruchy,10000043,20000329,0.363668,45039
30002250,Hai,10000043,20000329,0.505247,45039
30002251,Sadye,10000043,20000330,0.603089,7
30002252,Bika,10000043,20000330,0.459159,45039
30002253,Arshat,10000043,20000330,0.580904,3796
30002254,Jerma,10000043,20000330,0.481446,9
30002255,Miyeli,10000043,20000330,0.376772,3802
30002256,Reyi,10000043,20000330,0.318171,8
30002257,Moussou,10000043,20000331,0.8205440000000001,45036
30002258,Nadohman,10000043,20000331,0.748868,10
30002259,Sahdil,10000043,20000331,0.706806,45041
30002260,Esteban,10000043,20000331,0.551632,3797
30002261,Luromooh,10000043,20000331,0.626142,3797
30002262,Nalu,10000043,20000331,0.581325,3799
30002263,Jarshitsan,10000043,20000332,0.5711619999999999,10
30002264,Hadonoo,10000043,20000332,0.601282,8
30002265,Azizora,10000043,20000332,0.62303,45036
30002266,Ahmak,10000043,20000332,0.601741,45030
30002267,Shabura,10000043,20000332,0.67306,45047
30002268,Adia,10000043,20000332,0.666568,8
30002269,Ebo,10000043,20000333,0.523045,45032
30002270,Avair,10000043,20000333,0.411113,45036
30002271,Rayl,10000043,20000333,0.466544,45042
30002272,Asoutar,10000043,20000333,0.273498,45037
30002273,Porsharrah,10000043,20000333,0.355681,45033
